time,hr_bpm,hr_conf,rr_ms,rr_conf,spo2_pct,spo2_valid,skin_contact
05:03:26.051,68,100,0,0,0,0,3
05:03:26.051,68,100,0,0,0,0,3
05:03:26.051,68,100,0,0,0,0,3
05:03:26.198,68,100,0,0,0,0,3
05:03:26.198,68,100,0,0,0,0,3
05:03:26.198,68,100,0,0,0,0,3
05:03:26.295,68,100,0,0,0,0,3
05:03:26.295,68,100,912,100,0,0,3
05:03:26.295,68,100,0,0,0,0,3
05:03:26.441,68,100,0,0,0,0,3
05:03:26.441,68,100,0,0,0,0,3
05:03:26.441,68,100,0,0,0,0,3
05:03:26.587,68,100,0,0,0,0,3
05:03:26.587,68,100,0,0,0,0,3
05:03:26.587,68,100,0,0,0,0,3
05:03:26.637,68,100,0,0,0,0,3
05:03:26.637,68,100,0,0,0,0,3
05:03:26.637,68,100,0,0,0,0,3
05:03:26.783,68,100,0,0,0,0,3
05:03:26.783,68,100,0,0,0,0,3
05:03:26.783,68,100,0,0,0,0,3
05:03:26.880,68,100,0,0,0,0,3
05:03:26.880,68,100,0,0,0,0,3
05:03:26.880,68,100,0,0,0,0,3
05:03:27.026,68,100,0,0,0,0,3
05:03:27.026,68,100,0,0,0,0,3
05:03:27.026,68,100,0,0,0,0,3
05:03:27.123,68,100,0,0,0,0,3
05:03:27.123,68,100,0,0,0,0,3
05:03:27.123,68,100,0,0,0,0,3
05:03:27.221,68,100,919,100,0,0,3
05:03:27.221,68,100,0,0,0,0,3
05:03:27.318,68,100,0,0,0,0,3
05:03:27.318,68,100,0,0,0,0,3
05:03:27.318,68,100,0,0,0,0,3
05:03:27.513,68,100,0,0,0,0,3
05:03:27.513,68,100,0,0,0,0,3
05:03:27.513,68,100,0,0,0,0,3
05:03:27.564,68,100,0,0,0,0,3
05:03:27.564,68,100,0,0,0,0,3
05:03:27.564,68,100,0,0,0,0,3
05:03:27.708,68,100,0,0,0,0,3
05:03:27.708,68,100,0,0,0,0,3
05:03:27.708,68,100,0,0,0,0,3
05:03:27.806,68,100,0,0,0,0,3
05:03:27.806,68,100,0,0,0,0,3
05:03:27.806,68,100,0,0,0,0,3
05:03:27.953,68,100,0,0,0,0,3
05:03:27.953,68,100,0,0,0,0,3
05:03:27.953,68,100,0,0,0,0,3
05:03:28.050,68,100,0,0,0,0,3
05:03:28.050,68,100,0,0,0,0,3
05:03:28.050,68,100,905,100,0,0,3
05:03:28.197,68,100,0,0,0,0,3
05:03:28.197,68,100,0,0,0,0,3
05:03:28.197,68,100,0,0,0,0,3
05:03:28.293,68,100,0,0,0,0,3
05:03:28.293,68,100,0,0,0,0,3
05:03:28.293,67,100,0,0,0,0,3
05:03:28.440,67,100,0,0,0,0,3
05:03:28.440,67,100,0,0,0,0,3
05:03:28.440,67,100,0,0,0,0,3
05:03:28.538,67,100,0,0,0,0,3
05:03:28.538,67,100,0,0,0,0,3
05:03:28.538,67,100,0,0,0,0,3
05:03:28.635,67,100,0,0,0,0,3
05:03:28.635,67,100,0,0,0,0,3
05:03:28.635,67,100,0,0,0,0,3
05:03:28.733,67,100,0,0,0,0,3
05:03:28.733,67,100,0,0,0,0,3
05:03:28.830,67,100,0,0,0,0,3
05:03:28.830,67,100,0,0,0,0,3
05:03:28.830,67,100,0,0,0,0,3
05:03:28.976,67,100,0,0,0,0,3
05:03:28.976,67,100,0,0,0,0,3
05:03:28.976,67,100,906,100,0,0,3
05:03:29.074,67,100,0,0,0,0,3
05:03:29.074,67,100,0,0,0,0,3
05:03:29.074,67,100,0,0,0,0,3
05:03:29.220,67,100,0,0,0,0,3
05:03:29.220,67,100,0,0,0,0,3
05:03:29.220,67,100,0,0,0,0,3
05:03:29.366,67,100,0,0,0,0,3
05:03:29.366,67,100,0,0,0,0,3
05:03:29.366,67,100,0,0,0,0,3
05:03:29.512,67,100,0,0,0,0,3
05:03:29.512,67,100,0,0,0,0,3
05:03:29.512,67,100,0,0,0,0,3
05:03:29.562,67,100,0,0,0,0,3
05:03:29.562,67,100,0,0,0,0,3
05:03:29.562,67,100,0,0,0,0,3
05:03:29.709,67,100,0,0,0,0,3
05:03:29.709,67,100,0,0,0,0,3
05:03:29.709,67,100,0,0,0,0,3
05:03:29.805,67,100,0,0,0,0,3
05:03:29.805,67,100,0,0,0,0,3
05:03:29.805,67,100,0,0,0,0,3
